"day","created_at","user","text","Argument1","Topic.1","Position.1","Argument2","Topic.2","Position.2","Argument3","Topic.3","Position.3","Strategy","X","party","community"
"21/09/2014","21/09/2014 19:06","ae677615","Basisinkomen. Tegenlicht NPO 2. Nu.","","","","","","","","","","Recommend","",NA,1
"21/09/2014","21/09/2014 19:06","1131df0b","Oh het basisinkomen ...oud verhaal helaas nooit wat geworden..","UNREALISTIC","Unrealistic","Pro","","","","","","","Express","",NA,2
"21/09/2014","21/09/2014 19:06","cad3cf06","@939026a7 Ik raad je aan eerst de uitzending te bekijken of deze film http://www.youtube.com/watch?v=JlBppKRWoDA … #basisinkomen","","","","","","","","","","Recommend","",NA,1
"21/09/2014","21/09/2014 19:06","bf53450f","Iedereen een Basisinkomen: gratis geld zonder voorwaarden? Of de opmaat tot een nieuw economisch systeem? Nu in #tegenlicht.","REVOLUTIONARY","New economy","Pro","FREE MONEY","","Pro","","","","Recommend","",NA,1
"21/09/2014","21/09/2014 19:06","a80b3c34","@19300d36 ben benieuwd! #basisinkomen","","","","","","","","","","Express","",NA,2
"21/09/2014","21/09/2014 19:06","aeeea6f1","Nu NPO2 Tegenlicht over mogelijkheden basisinkomen! @c5f777b1","","","","","","","","","","Recommend","",NA,3
"21/09/2014","21/09/2014 19:06","ad86c209","Interessante @c5f777b1 nu op NED2 over het basisinkomen (vs uitkeringen)","","","","","","","","","","Recommend","",NA,2
"21/09/2014","21/09/2014 19:07","32f91c46","Nu in ' tegenlicht': gratis geld voor iedereen#basisinkomen ","FREE MONEY","","Pro","","","","","","","Recommend","",NA,1
"21/09/2014","21/09/2014 19:07","29e072a3","Nu #Tegenlicht over #basisinkomen #np02 #vpro","","","","","","","","","","Recommend","",NA,NA
"21/09/2014","21/09/2014 19:07","19300d36","@a80b3c34 goede intro","","","","","","","","","","Express","",NA,1
"21/09/2014","21/09/2014 19:07","235efb8b","@6d13e082 eens maar gaat aflevering gelukkig niet over","","","","","","","","","","","",NA,1
"21/09/2014","21/09/2014 19:07","6d13e082","Precies. Basisinkomen stimuleert juist werk. #tegenlicht","ACTIVATION","workincentive","Pro","","","","","","","Claim","",NA,1
"21/09/2014","21/09/2014 19:07","2e38c1e9","#Basisinkomen. Wat het kapitalisme je aan onkosten verschuldigd is","CAPITALISM","Capitalism","Pro","","","","","","","Claim","",NA,1
"21/09/2014","21/09/2014 19:07","3ce11204","#basisinkomen is toch gewoon de bijstand? #tegelicht","SOCIAL BENEFITS","Social assistance","Pro","","","","","","","Ask","",NA,3
"21/09/2014","21/09/2014 19:07","252a3637","Nederland 2; NU tegenlicht. De mogelijkheid van een basisinkomen.","","","","","","","","","","Recommend","",NA,2
"21/09/2014","21/09/2014 19:07","723f060b","Kan het #basisinkomen een oplossing bieden voor een nieuwe economie in een nieuwe tijd? #tegenlicht","REVOLUTIONARY","New economy","Pro","","","","","","","Ask","",NA,1
"21/09/2014","21/09/2014 19:07","317f2b21","kijk nu: @c5f777b1: @235efb8b, basisinkomen door rekenen. VPRO Tegenlicht om 21.05u op #npo2: http://bit.ly/tlgratisgeld  #tegenlicht”""","","","","","","","","","","Recommend","",NA,NA
"21/09/2014","21/09/2014 19:07","25a8e103","Nu #Tegenlicht Gratis geld over de mogelijkheid van een #basisinkomen. Interesant!","FREE MONEY","","Pro","","","","","","","Recommend","",NA,1
"21/09/2014","21/09/2014 19:07","966afcbc","basisinkomen = ja","","","","","","","","","","Express","",NA,1
"21/09/2014","21/09/2014 19:07","6d13e082","@235efb8b ;-) dat vermoedde ik al","","","","","","","","","","Express","",NA,1
"21/09/2014","21/09/2014 19:08","a4be231b","Tegenlicht, NPO2 behandelt het basisinkomen. Kijken! :) http://fb.me/3iRxtMu2n ","","","","","","","","","","Recommend","",NA,NA
"21/09/2014","21/09/2014 19:08","baa686b9","Wel @c5f777b1 kijken, mejuffrouw @2695111f. Over basisinkomen. #hetwerkt","EVIDENCED","Effective","Pro","","","","","","","Recommend","",NA,1
"21/09/2014","21/09/2014 19:08","673cdc93","Gratis geld? Ik ben benieuwd! Nu op NPO 2 #basisinkomen #Tegenlicht","FREE MONEY","","Pro","","","","","","","Recommend","",NA,1
"21/09/2014","21/09/2014 19:08","0ca6c71d","Ah, gelukkig #NPO2 - een basisinkomen voor iedereen. Dat is ook een doorslaand succes in Cuba, N-Korea, Venezuela etc. *kuch*","SOCIALIST","Communist","Pro","","","","","","","Claim","","vvd",2
"21/09/2014","21/09/2014 19:08","a4020fb5","“@a043cd78: Speciaal voor burgemeesters: nu de TV op NPO2 zetten tegenlicht #basisinkomen bekijken. Proeftuin gezocht!” @c16c1da7","EXPERIMENT","Experimental","Pro","","","","","","","Rally","",NA,3
"21/09/2014","21/09/2014 19:08","b35ae8cd","Docu over #basisinkomen nu bij VPRO op 2. Nieuwer denken over samen-leven, inkomen en werk. #Tegenlicht","REVOLUTIONARY","Revolutionary","Pro","AUTOMATION","New economy","Pro","","","","Claim","",NA,1
"21/09/2014","21/09/2014 19:08","f51b080a","#Tegenlicht over #basisinkomen nu op #NPO2.","","","","","","","","","","Recommend","",NA,1
"21/09/2014","21/09/2014 19:08","7e60a2ce","#Tegenlicht over echte systeem-innovatie en basisinkomen. Welke politieke partij durft dit in haar programma op te nemen? #nieuwepartij?","REVOLUTIONARY","Revolutionary","Pro","","","","","","","Rally","",NA,4
"21/09/2014","21/09/2014 19:08","2695111f","@baa686b9 @c5f777b1 Ik heb morgen een tentamen dus kan helaas niet, maar ik zal het terugkijken.","","","","","","","","","","Express","",NA,NA
"21/09/2014","21/09/2014 19:09","355730c0","Nu docu bij VPRO over basisinkomen. Kijken! De participatiesamenleving kan niet zonder.","PARTICIPATION","Participation","Pro","","","","","","","Recommend","",NA,1
"21/09/2014","21/09/2014 19:09","0a3353f2","Kijktip: @c5f777b1 Gratis geld. Basisinkomen voor iedereen, de toekomst? Nu op ned2.","REVOLUTIONARY","Future","Pro","FREE MONEY","","Pro","","","","Recommend","",NA,1
"21/09/2014","21/09/2014 19:09","4aa88859","Basisinkomen nieuw sociaal systeem? #npo2 #VPRO de PPR een vd elementen van #groenlinks propageerde dat ?30 Jr geleden. Ze werd uitgelachen.","UNREALISTIC","Unrealistic","Con","REVOLUTIONARY","Revolutionary","Pro","","","","Claim","","gl",1
"21/09/2014","21/09/2014 19:10","4c18a558","@7e60a2ce is er al @348043b4","","","","","","","","","","Claim","",NA,1
"21/09/2014","21/09/2014 19:10","4358416f","Van de week het boek gelezen, nu @10973484 tegenlicht over 'gratis basisinkomen'. Boek is op onderdelen zeer herkenbaar pic.twitter.com/zoH0Wl2chb","","","","","","","","","","Express","",NA,NA
"21/09/2014","21/09/2014 19:10","0bc966f6","#tegenlicht #npo2 ik pleitte ook al voor #basisinkomen omdat door #technologie http://vanakkervindt.wordpress.com/2013/05/18/deze-banen-verdwijnen-voor-2025-door-technologische-ontwikkelingen/ … #ongelijkheidpic.twitter.com/49nYItFhhe","","","","","","","","","","Claim","",NA,1
"21/09/2014","21/09/2014 19:10","8895fe0b","@79c46625 Waarom flauwekul?  De Duitse groenen en ook Ph. Van Parijs hebben dat eerder gedaan. En 'duurzame' BI-bedragen waren zeer laag.","SECURITY","Security","Con","AFFORDABLE","Affordable","Con","","","","Claim","",NA,2
"21/09/2014","21/09/2014 19:10","fab83b92","@ad86c209 @c5f777b1 ik dacht dat een uitkering een basisinkomen is!","SOCIAL BENEFITS","Social assistance","Pro","","","","","","","Claim","",NA,1
"21/09/2014","21/09/2014 19:10","4d756c95","Nu in #Tegenlicht Ieder een basisinkomen,  is dat de oplossing voor de vele toeslagen en uitkeringen van nu? #Interessant om te onderzoeken.","DEREGULATION","Deregulation","Pro","","","","","","","Ask","",NA,1
"21/09/2014","21/09/2014 19:10","4a1749da","#basisinkomen kan voor velen vrijheid van leven zijn @c5f777b1","FREEDOM","Freedom","Pro","","","","","","","Claim","",NA,1
"21/09/2014","21/09/2014 19:11","79c46625","@8895fe0b punt is dat er heel veel niet te voorspellen bij effecten zullen zijn: lagere zorgverbruik, criminaliteit etc","AFFORDABLE","Health costs","Pro","CRIME","Crime","Pro","WELLBEING","","Pro","Claim","",NA,1
"21/09/2014","21/09/2014 19:11","3ead6224","Gratis geld @10973484 kijken nu! #basisinkomen voor iedereen?","FREE MONEY","","Pro","","","","","","","Recommend","",NA,1
"21/09/2014","21/09/2014 19:11","e29a2b9d","Iedereen schuld kwijtschelden, een basisinkomen en werk loskoppelen van geld. Wat gaat er dan eigenlijk mis? #tegenlicht","RESPONSIBILITY","Reciprocity","Con","","","","","","","Express","",NA,1
"21/09/2014","21/09/2014 19:11","ec525680","Kijktip: nu op #VPRO uitzending over het basisinkomen. Spannend idee. Volledige werkgelegenheid niet realistisch; wat dan wel?","STRUCTURAL UNEMPLOYMENT","Structural unemployment","Pro","","","","","","","Recommend","","gl",3
"21/09/2014","21/09/2014 19:11","1ccdfd2b","Nu #VPRO kijken! Over de toekomst van het werk, basisinkomen... Minder werk, meer welvaart, vraagt om een andere verdeling van werk en geld.","AUTOMATION","Robotisation","Pro","REDISTRIBUTIVE","","Pro","","","","Claim","",NA,1
"21/09/2014","21/09/2014 19:11","c47b4614","#tegenlicht De keus is simpel of we betalen robots cao-loon of we kiezen voor basisinkomen.","AUTOMATION","Robotisation","Pro","","","","","","","Claim","",NA,1
"21/09/2014","21/09/2014 19:11","403f2c10","Kan het #basisinkomen een oplossing bieden voor een nieuwe economie in een nieuwe tijd? Ik zit weer klaar voor #tegenlicht nu op ned2","REVOLUTIONARY","New economy","Pro","","","","","","","Express","",NA,1
"21/09/2014","21/09/2014 19:11","158922ec","#tegenlicht basisinkomen voor iedereen? Utopie of vergezicht van de nieuwe werkelijkheid ...","UNREALISTIC","Unrealistic","Con","","","","","","","Express","",NA,1
"21/09/2014","21/09/2014 19:12","3f63c608","#Kijktip: @c5f777b1: @235efb8b over het #basisinkomen. #OBI #VPRO #Tegenlicht nu op #npo2. Iets voor @174bbe75 #EcomLab? #dtv","","","","","","","","","","Recommend","",NA,2
"21/09/2014","21/09/2014 19:12","0a2b8fe2","@417efd96 en als ze dan je bijstand stopzetten zit je zonder vreten","","","","","","","","","","Claim","",NA,2
"21/09/2014","21/09/2014 19:12","96d6f54a","@417efd96 Njet, baisiinkomen (de achterliggende bedoeling van heffingskortingen) was om iedereen b.v. € 600 te geven en SD en andere 1/2","","","","","","","","","","Claim","",NA,2
"21/09/2014","21/09/2014 19:12","fd3d0600","Sorry, geen tijd om te twitteren. #Tegenlicht is veel te #interessant. #basisinkomen","","","","","","","","","","Express","",NA,3
"21/09/2014","21/09/2014 19:12","31e69a58","Interessant onderwerp in @c5f777b1 - het basisinkomen voor iedereen. Scheelt een hoop uitkeringen en toeslagen. #toekomst","DEREGULATION","Deregulation","Pro","","","","","","","Express","",NA,1
"21/09/2014","21/09/2014 19:12","315cc619","Het basisinkomen. Eerst een vlaktaks. Dan praten we eens verder #tegenlicht","VLAKTAKS","vlaktaks","Pro","","","","","","","Express","",NA,2
"21/09/2014","21/09/2014 19:12","a627ee6e","Hoe kom je aan inkomen wanneer je geen werk hebt?  Zie vraagstuk uiteengezet in @c5f777b1 iedereen een #basisinkomen ? #creativiteit?","RESPONSIBILITY","Reciprocity","Con","","","","","","","Ask","",NA,1
"21/09/2014","21/09/2014 19:12","3d23c142","@c5f777b1 VPRO Tegenlicht over basisinkomen, fiduciair geld, de Bilderberger, bankster en 1% elite + het gevaar van robots. #Unabomber","REVOLUTIONARY","Elitism","Pro","AUTOMATION","Robotisation","Pro","","","","Express","",NA,1
"21/09/2014","21/09/2014 19:13","ad86c209","@fab83b92 @c5f777b1 doel uitkering is dat je weer gaat werken en is ZEER duur georganiseerd ivm regels, controle, bureaucratie","SOCIAL BENEFITS","Social assistance","Con","BUREAUCRACY","Bureaucracy","Pro","","","","Claim","",NA,2
"21/09/2014","21/09/2014 19:13","e78e4980","Second Machine Age @c5f777b1 #Tegenlicht meer vrije tijd, minder arbeid en ieder een basisinkomen.","LEISURE","Leisure time","Pro","","","","","","","Claim","",NA,1
"21/09/2014","21/09/2014 19:13","701ba868","Maar snel experimenteren met social salary @305fa787 zie #tegenlicht ook over basisinkomen","EXPERIMENT","Experimental","Pro","","","","","","","Claim","",NA,3
"21/09/2014","21/09/2014 19:13","96d6f54a","@417efd96 2/2 ...kostbare (belasting)regelingen af te schaffen. Dat is zekers goedkoper. Wil je meer ? = werken, kan je niet ? = toeslag.","","","","","","","","","","Claim","",NA,2
"21/09/2014","21/09/2014 19:13","0bc966f6","#tegenlicht interessant? Check ook http://vanakkervindt.wordpress.com/2013/05/18/deze-banen-verdwijnen-voor-2025-door-technologische-ontwikkelingen/ … #basisinkomen #obi http://vanakkervindt.wordpress.com/2013/06/07/maatregelen-tegen-de-invasie-van-de-robots/ … #ongelijkheid #herverdeling #arbeid","","","","","","","","","","Recommend","",NA,1
"21/09/2014","21/09/2014 19:14","2e38c1e9","Tot dusver het matig onderbouwde ""de robots gaan het overnemen -> we krijgen veel vrije tijd""-argument #basisinkomen #tegenlicht","AUTOMATION","Robotisation","Con","","","","","","","Claim","",NA,1
"21/09/2014","21/09/2014 19:14","8dc39164","Nederland 2 heeft weer een interessante tegenlicht:""gratis geld, een onderzoek naar het basis inkomen"" #Tegenlicht #basisinkomen","FREE MONEY","","Pro","","","","","","","Recommend","",NA,1
"21/09/2014","21/09/2014 19:14","56c6b1bd","Genieten weer van #Tegenlicht. Iedereen een basisinkomen.. Idealistisch of onze nieuwe toekomst?","UNREALISTIC","Unrealistic","Con","AUTOMATION","Future","Pro","","","","Express","",NA,1
"21/09/2014","21/09/2014 19:14","1cfa4236","@e29a2b9d Het klinkt als een jubeljaar.","","","","","","","","","","","",NA,NA
"21/09/2014","21/09/2014 19:14","8895fe0b","@79c46625 Allemaal zeer speculatief (& roze bril?) En dan nog: je kan voor deze parameters robuustheidsanalyses/scenario's maken.","AFFORDABLE","Affordable","Con","","","","","","","Claim","",NA,2
"21/09/2014","21/09/2014 19:15","2e38c1e9","Maar zometeen waarschijnlijk de toffe clip van @14c67e9e :) #basisinkomen #tegenlicht","","","","","","","","","","Express","",NA,1
"21/09/2014","21/09/2014 19:15","b36a7d3d","@73ed3aa8 vertelde het ons al als studenten op de #VU in 1995: basisinkomen is slim! http://www.basisinkomen.nl ","UNREALISTIC","Unrealistic","Con","","","","","","","Express","",NA,1
"21/09/2014","21/09/2014 19:15","68b63c05","VPRO Nederland 2 over toekomst van onze samenleving/arbeidsmarkt/bestaan. #basisinkomen #tegenlicht","REVOLUTIONARY","Future","Pro","","","","","","","Express","",NA,1
"21/09/2014","21/09/2014 19:15","8281f031","De robotisering leidt tot verdwijnen van banen.Creativiteit&innovatie van samenleving is noodzaak.Is basisinkomen een oplossing?#tegenlicht","AUTOMATION","Robotisation","Pro","ENTREPRENEURS","Innovation","Pro","","","","Claim","",NA,1
"21/09/2014","21/09/2014 19:16","58d957e1","VPRO tegenlicht wat ben ik daar fan van. Nu over basisinkomen. Al 40 jaar mijn hartenwens.","","","","","","","","","","Express","",NA,3
"21/09/2014","21/09/2014 19:16","cb616a3b","Stel dat we in Nederland iedereen een basisinkomen geven.. #Tegenlicht op N2","","","","","","","","","","Express","",NA,NA
"21/09/2014","21/09/2014 19:16","adddaf89","Basisinkomen kan wel maar het wordt heel laag vrees ik","SECURITY","Security","Con","","","","","","","Claim","",NA,2
"21/09/2014","21/09/2014 19:16","3f63c608","@65afbab7 @d23e4c26 Kijken jullie mee? @c5f777b1: @235efb8b over het #basisinkomen. #OBI nu op #npo2. #werkcafé #kerkcafé","","","","","","","","","","Recommend","",NA,2
"21/09/2014","21/09/2014 19:16","723f060b","Wie zou er voor het opheffen van het UWV zijn? Het huidige systeem van sociale voorzieningen is inefficiënt.  #tegenlicht #basisinkomen","BUREAUCRACY","Inefficient","Pro","","","","","","","Claim","",NA,1
"21/09/2014","21/09/2014 19:16","673cdc93","Robotisering als onvermijdelijk proces dat weer leidt tot meer welvaart en minder werk. #tegenlicht #basisinkomen","AUTOMATION","Robotisation","Pro","AUTOMATION","New economy","Pro","","","","Claim","",NA,1
"21/09/2014","21/09/2014 19:17","0ca6c71d","Yep, onze broeders ter linker zijde zijn uitsluitend bezig de taart her te verdelen ipv de taart groter te maken #Tegenlicht #BasisInkomen","REDISTRIBUTIVE","","Pro","","","","","","","Claim","","vvd",2
"21/09/2014","21/09/2014 19:17","1edeef3b","KijkTip voor mijn Nederlandse connecties. #Basisinkomen #Transitie #Nuop2 @5cc66cf4 http://lnkd.in/dnwBRtY ","","","","","","","","","","Recommend","",NA,NA
"21/09/2014","21/09/2014 19:17","b869cf09","Interessante uitzending van Tegenlicht over een basisinkomen voor iedereen. http://tegenlicht.vpro.nl/afleveringen/2014-2015/gratis-geld.html …","","","","","","","","","","Recommend","",NA,NA
"21/09/2014","21/09/2014 19:17","2fee6fc5","@a043cd78 nou #komop melden #hier #wieheteerstkomtheteerstmaalt?","","","","","","","","","","Rally","",NA,1
"21/09/2014","21/09/2014 19:17","812adac4","Bepaald werk,dat anders voor rekening van de staat is,gratis laten doen voor een basisinkomen. Dat noem ik een cirkelredenering #tegenlicht","DEREGULATION","deregulation","Con","","","","","","","Claim","",NA,2
"21/09/2014","21/09/2014 19:17","c7590c18","Ik begrijp de macro-gedachte van #basisinkomen. Maar het verschil met de bijstand zie ik nog niet @235efb8b.","SOCIAL BENEFITS","Social assistance","Pro","","","","","","","Claim","","cda",1
"21/09/2014","21/09/2014 19:17","41060b3e","@09386e0e devriendenpartij.nl","","","","","","","","","","Recommend","",NA,NA
"21/09/2014","21/09/2014 19:17","27b224bb","Verhaal over basisinkomen bij #tegenlicht mist nog één aspect: opleidingsniveau.","","","","","","","","","","Claim","",NA,1
"21/09/2014","21/09/2014 19:17","c04170d3","'Help'. Wie is die man #basisinkomen #npo2","","","","","","","","","","Express","",NA,3
"21/09/2014","21/09/2014 19:18","1131df0b","Ik ben wel voor dat basisinkomen zou t een stuk overzichtelijker maken #Tegenlicht","DEREGULATION","Deregulation","Pro","","","","","","","Claim","",NA,2
"21/09/2014","21/09/2014 19:18","6e046f0b","Basisinkomen! #Tegenlicht #npo2","","","","","","","","","","Recommend","",NA,1
"21/09/2014","21/09/2014 19:18","c5f777b1","Op verschillende plekken in de wereld zijn experimenten gedaan met basisinkomen. Van Canada tot Groningen http://bit.ly/wereldwijd  #tegenlicht","EVIDENCED","Evidenced","Pro","","","","","","","Claim","",NA,1
"21/09/2014","21/09/2014 19:18","c3af5314","#tegenlicht kijken.npo2. Is het mogelijk alle uitkeringen te vervangen door een basisinkomen?","DEREGULATION","Deregulation","Pro","","","","","","","Ask","",NA,1
"21/09/2014","21/09/2014 19:18","d8f843e0","Het basisinkomen. Waar kan ik ‘voor’ stemmen? #tegenlicht","","","","","","","","","","Express","",NA,1
